               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 119,            0.098867,             0.10944,            0.022958,             0.45195,             0.34521,             0.34161,             0.18349,            0.095701,             0.11132,            0.030022,           0.0069799,           0.0069799,           0.0069799
                 120,             0.09864,             0.10863,            0.022951,             0.45224,             0.34575,             0.34264,             0.18422,            0.095695,             0.11134,            0.030014,           0.0069353,           0.0069353,           0.0069353
                 121,            0.098446,             0.10919,            0.023004,             0.48554,             0.33232,             0.34374,             0.18453,            0.095683,             0.11128,            0.030004,           0.0068906,           0.0068906,           0.0068906
                 122,            0.098465,             0.10911,            0.022771,             0.46277,             0.34413,             0.34435,             0.18501,            0.095666,              0.1113,            0.030001,           0.0068457,           0.0068457,           0.0068457
                 123,            0.098561,             0.10995,            0.022897,             0.46483,             0.34319,             0.34471,             0.18502,            0.095655,             0.11135,            0.030002,           0.0068006,           0.0068006,           0.0068006
                 124,             0.09856,              0.1095,            0.022873,             0.44962,             0.34993,             0.34408,             0.18497,            0.095645,             0.11137,            0.029994,           0.0067555,           0.0067555,           0.0067555
                 125,            0.098327,             0.10958,            0.022813,             0.48233,             0.33409,             0.34462,              0.1846,            0.095642,              0.1113,            0.029993,           0.0067101,           0.0067101,           0.0067101
                 126,            0.098284,             0.10851,            0.022749,             0.48768,             0.33258,             0.34517,             0.18529,            0.095643,             0.11131,            0.029995,           0.0066647,           0.0066647,           0.0066647
                 127,            0.098443,             0.10975,            0.022678,             0.45108,             0.35056,               0.345,             0.18551,            0.095633,             0.11133,            0.029976,           0.0066191,           0.0066191,           0.0066191
                 128,            0.098361,             0.10931,            0.022482,             0.47309,             0.34105,             0.34462,             0.18564,            0.095634,             0.11132,            0.029984,           0.0065734,           0.0065734,           0.0065734
                 129,            0.098149,             0.10839,            0.022698,             0.48413,             0.33613,             0.34522,             0.18551,            0.095626,             0.11133,            0.029989,           0.0065276,           0.0065276,           0.0065276
                 130,             0.09848,             0.10965,            0.022612,             0.47913,             0.33835,             0.34589,             0.18581,            0.095628,             0.11129,             0.03001,           0.0064816,           0.0064816,           0.0064816
                 131,            0.098021,             0.10752,            0.022507,             0.48371,             0.33596,             0.34593,             0.18615,            0.095627,             0.11134,            0.030023,           0.0064356,           0.0064356,           0.0064356
                 132,             0.09812,             0.10877,            0.022712,             0.47486,             0.33952,             0.34559,             0.18654,            0.095623,              0.1114,            0.030025,           0.0063895,           0.0063895,           0.0063895
                 133,            0.098216,             0.10882,            0.022488,             0.46802,             0.34242,             0.34561,             0.18622,            0.095622,             0.11137,            0.030019,           0.0063432,           0.0063432,           0.0063432
                 134,             0.09856,             0.10962,            0.022339,             0.44719,             0.35427,             0.34568,             0.18663,            0.095624,             0.11133,            0.030009,           0.0062969,           0.0062969,           0.0062969
                 135,            0.097882,             0.10864,            0.022629,              0.4897,              0.3337,             0.34654,             0.18695,            0.095612,             0.11135,            0.030003,           0.0062505,           0.0062505,           0.0062505
                 136,            0.098103,             0.10941,            0.022504,             0.46544,               0.345,             0.34667,             0.18715,            0.095607,             0.11141,             0.03001,            0.006204,            0.006204,            0.006204
                 137,            0.097931,             0.10853,            0.022499,             0.47526,             0.34082,             0.34616,             0.18693,              0.0956,             0.11142,            0.030007,           0.0061574,           0.0061574,           0.0061574
                 138,            0.098134,             0.10816,            0.022613,             0.46562,             0.34557,             0.34623,             0.18694,            0.095595,             0.11145,            0.029995,           0.0061107,           0.0061107,           0.0061107
                 139,            0.098217,             0.10849,             0.02222,             0.47326,             0.34269,             0.34647,              0.1873,            0.095586,             0.11144,            0.029989,            0.006064,            0.006064,            0.006064
                 140,            0.098002,             0.10758,            0.022345,             0.48049,              0.3404,             0.34657,              0.1872,            0.095579,             0.11144,            0.029985,           0.0060172,           0.0060172,           0.0060172
                 141,            0.097948,               0.108,            0.022357,             0.47879,             0.34066,             0.34643,             0.18684,            0.095575,             0.11144,            0.029984,           0.0059704,           0.0059704,           0.0059704
                 142,            0.097815,             0.10807,            0.022323,             0.47741,             0.34166,             0.34645,             0.18701,            0.095572,             0.11149,            0.029986,           0.0059235,           0.0059235,           0.0059235
                 143,            0.097922,             0.10904,            0.022122,             0.48924,             0.33703,             0.34683,             0.18699,            0.095573,             0.11155,            0.029985,           0.0058766,           0.0058766,           0.0058766
                 144,            0.097893,             0.10724,            0.022334,             0.48031,             0.34043,             0.34761,              0.1875,            0.095568,             0.11157,             0.02998,           0.0058296,           0.0058296,           0.0058296
                 145,             0.09764,             0.10815,              0.0222,             0.49213,             0.33459,             0.34753,             0.18752,            0.095563,             0.11159,            0.029979,           0.0057826,           0.0057826,           0.0057826
                 146,            0.097847,             0.10727,              0.0222,             0.47863,             0.34041,             0.34776,             0.18771,            0.095559,              0.1116,            0.029977,           0.0057355,           0.0057355,           0.0057355
                 147,            0.097588,             0.10763,            0.022216,             0.47687,             0.34125,              0.3473,             0.18781,            0.095558,              0.1116,            0.029977,           0.0056884,           0.0056884,           0.0056884
                 148,            0.097717,             0.10713,            0.022083,             0.47776,             0.34172,             0.34736,             0.18774,            0.095559,             0.11167,            0.029977,           0.0056413,           0.0056413,           0.0056413
                 149,            0.098195,             0.10893,            0.022129,             0.48956,             0.33406,             0.34735,             0.18783,            0.095557,             0.11166,            0.029981,           0.0055942,           0.0055942,           0.0055942
                 150,            0.098064,             0.10815,            0.021964,             0.47416,             0.34119,             0.34721,             0.18773,            0.095558,             0.11164,            0.029986,           0.0055471,           0.0055471,           0.0055471
                 151,            0.097591,             0.10748,            0.022072,             0.48544,             0.33718,             0.34693,             0.18759,            0.095559,             0.11168,            0.029992,              0.0055,              0.0055,              0.0055
                 152,            0.097719,             0.10683,            0.022098,             0.47401,             0.34242,             0.34686,             0.18758,            0.095556,             0.11169,            0.029995,           0.0054529,           0.0054529,           0.0054529
                 153,            0.097408,             0.10643,            0.021888,             0.49273,             0.33355,             0.34652,             0.18755,            0.095558,             0.11173,                0.03,           0.0054058,           0.0054058,           0.0054058
                 154,            0.097574,             0.10683,            0.022147,             0.49575,             0.33286,             0.34672,             0.18754,            0.095558,             0.11172,            0.030003,           0.0053587,           0.0053587,           0.0053587
                 155,            0.097588,             0.10804,            0.021833,             0.46143,              0.3474,             0.34637,             0.18734,            0.095557,             0.11174,            0.030008,           0.0053116,           0.0053116,           0.0053116
                 156,            0.097054,             0.10612,            0.021706,             0.47244,             0.34259,             0.34662,             0.18773,            0.095555,             0.11175,            0.030013,           0.0052645,           0.0052645,           0.0052645
                 157,            0.097551,             0.10675,            0.021681,             0.47529,             0.34151,             0.34672,             0.18778,            0.095555,             0.11173,            0.030012,           0.0052174,           0.0052174,           0.0052174
