               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  85,            0.096278,             0.10681,            0.021827,             0.51213,             0.36282,             0.37349,             0.20704,            0.094268,             0.11074,            0.029369,           0.0083684,           0.0083684,           0.0083684
                  86,            0.095965,             0.10614,            0.021488,             0.49231,             0.37788,             0.37454,             0.20749,            0.094227,              0.1109,             0.02934,           0.0083319,           0.0083319,           0.0083319
                  87,            0.096148,             0.10678,            0.021432,             0.48791,              0.3796,             0.37301,             0.20703,             0.09421,             0.11099,            0.029337,           0.0082952,           0.0082952,           0.0082952
                  88,            0.096318,             0.10693,            0.021509,             0.50986,             0.37056,             0.37425,             0.20767,            0.094208,             0.11109,            0.029303,           0.0082581,           0.0082581,           0.0082581
                  89,             0.09595,             0.10635,            0.021627,               0.537,             0.35968,              0.3754,             0.20819,            0.094235,             0.11094,            0.029382,           0.0082207,           0.0082207,           0.0082207
                  90,            0.096425,             0.10684,            0.021658,             0.48918,             0.38012,             0.37314,             0.20648,            0.094171,             0.11095,            0.029407,            0.008183,            0.008183,            0.008183
                  91,            0.095321,             0.10327,            0.021392,              0.5111,             0.37045,             0.37513,             0.20812,            0.094181,             0.11072,            0.029341,            0.008145,            0.008145,            0.008145
                  92,             0.09566,             0.10362,            0.021544,             0.52717,             0.36315,             0.37512,             0.20824,            0.094175,             0.11072,             0.02944,           0.0081068,           0.0081068,           0.0081068
                  93,            0.096295,             0.10637,            0.021382,             0.50939,             0.37484,             0.37753,              0.2093,            0.094138,             0.11065,            0.029406,           0.0080682,           0.0080682,           0.0080682
                  94,            0.095588,             0.10624,            0.021289,             0.52639,             0.36123,             0.37594,             0.20888,            0.094138,             0.11099,            0.029421,           0.0080294,           0.0080294,           0.0080294
                  95,            0.095763,             0.10621,            0.021366,             0.50188,             0.37555,             0.37717,              0.2094,            0.094107,               0.111,            0.029364,           0.0079903,           0.0079903,           0.0079903
                  96,            0.095744,             0.10505,            0.021411,             0.50746,             0.37665,             0.37833,             0.21118,            0.094108,               0.111,            0.029329,           0.0079509,           0.0079509,           0.0079509
                  97,            0.095763,             0.10505,            0.021155,             0.52605,             0.36609,             0.37691,             0.21033,             0.09411,             0.11112,            0.029347,           0.0079112,           0.0079112,           0.0079112
                  98,            0.095489,              0.1056,            0.021257,             0.51534,             0.37084,             0.37759,             0.21002,            0.094104,             0.11111,             0.02936,           0.0078713,           0.0078713,           0.0078713
                  99,            0.095525,             0.10478,            0.021056,             0.51205,             0.37746,             0.37964,             0.21051,             0.09411,             0.11112,            0.029337,           0.0078311,           0.0078311,           0.0078311
                 100,            0.095497,             0.10536,            0.021239,             0.51329,             0.37795,             0.38061,             0.20998,             0.09411,              0.1112,            0.029376,           0.0077907,           0.0077907,           0.0077907
                 101,            0.095763,             0.10583,            0.021027,             0.53838,              0.3636,             0.37961,             0.21093,            0.094086,             0.11123,            0.029429,             0.00775,             0.00775,             0.00775
                 102,            0.095528,             0.10511,            0.021063,             0.53167,             0.36711,             0.37973,             0.21105,            0.094077,             0.11136,            0.029404,           0.0077091,           0.0077091,           0.0077091
                 103,            0.095678,             0.10521,            0.020913,             0.50792,             0.37645,             0.37887,             0.21096,            0.094045,             0.11136,            0.029409,           0.0076679,           0.0076679,           0.0076679
                 104,             0.09538,             0.10687,            0.020961,              0.5224,             0.36943,             0.37987,             0.21241,            0.094029,             0.11129,            0.029352,           0.0076265,           0.0076265,           0.0076265
                 105,            0.095599,             0.10423,            0.021134,             0.51502,             0.37502,             0.38067,             0.21296,            0.094022,             0.11131,            0.029374,           0.0075848,           0.0075848,           0.0075848
                 106,            0.095616,             0.10544,            0.020954,             0.52668,             0.36818,             0.38025,             0.21198,             0.09402,             0.11149,            0.029379,            0.007543,            0.007543,            0.007543
                 107,             0.09512,             0.10476,            0.020987,             0.51928,              0.3741,             0.37968,             0.21168,            0.094007,             0.11148,            0.029391,           0.0075009,           0.0075009,           0.0075009
                 108,            0.095518,             0.10611,            0.020646,             0.53939,             0.36297,             0.38012,             0.21221,            0.093986,             0.11152,            0.029403,           0.0074585,           0.0074585,           0.0074585
                 109,             0.09531,             0.10573,             0.02089,              0.5034,             0.37989,             0.37837,              0.2118,            0.093982,             0.11151,            0.029404,            0.007416,            0.007416,            0.007416
                 110,            0.095469,             0.10554,            0.020677,             0.51423,             0.37582,             0.37819,             0.21119,            0.093955,             0.11142,            0.029406,           0.0073733,           0.0073733,           0.0073733
                 111,            0.095272,             0.10551,            0.020595,             0.52339,             0.37417,              0.3798,             0.21226,             0.09394,             0.11154,            0.029367,           0.0073303,           0.0073303,           0.0073303
                 112,            0.095279,             0.10426,            0.020642,             0.52253,             0.37506,             0.38078,             0.21279,            0.093932,             0.11157,            0.029343,           0.0072872,           0.0072872,           0.0072872
                 113,            0.095271,             0.10416,            0.020572,             0.51306,             0.37611,             0.38105,             0.21281,            0.093929,             0.11163,            0.029359,           0.0072438,           0.0072438,           0.0072438
                 114,            0.095356,             0.10534,            0.020603,             0.53776,             0.36761,             0.38173,             0.21293,            0.093931,             0.11177,            0.029362,           0.0072003,           0.0072003,           0.0072003
                 115,            0.095207,             0.10362,            0.020498,             0.52657,             0.37501,             0.38199,             0.21356,            0.093914,             0.11177,            0.029354,           0.0071566,           0.0071566,           0.0071566
                 116,             0.09515,             0.10536,            0.020447,             0.54204,             0.36843,             0.38127,             0.21356,            0.093918,             0.11194,            0.029361,           0.0071127,           0.0071127,           0.0071127
                 117,            0.095314,             0.10532,            0.020448,             0.52949,             0.37225,             0.38123,               0.214,            0.093905,             0.11181,            0.029349,           0.0070686,           0.0070686,           0.0070686
                 118,            0.094964,             0.10375,            0.020514,             0.52636,             0.37525,             0.38174,             0.21383,             0.09389,             0.11178,             0.02934,           0.0070243,           0.0070243,           0.0070243
                 119,            0.094761,             0.10332,            0.020278,             0.50863,             0.38213,             0.38142,             0.21393,            0.093879,             0.11172,            0.029338,           0.0069799,           0.0069799,           0.0069799
                 120,            0.095304,              0.1043,            0.020429,             0.52504,             0.37553,             0.38218,             0.21398,            0.093894,             0.11176,            0.029347,           0.0069353,           0.0069353,           0.0069353
                 121,            0.094772,             0.10509,            0.020446,             0.52784,             0.37576,             0.38302,             0.21529,            0.093884,             0.11181,            0.029338,           0.0068906,           0.0068906,           0.0068906
                 122,            0.095045,             0.10414,            0.020242,             0.51727,             0.38185,             0.38337,             0.21498,            0.093883,             0.11183,            0.029331,           0.0068457,           0.0068457,           0.0068457
                 123,            0.095132,              0.1029,            0.020392,             0.52175,              0.3798,             0.38397,             0.21514,            0.093897,             0.11185,            0.029348,           0.0068006,           0.0068006,           0.0068006
                 124,            0.094805,             0.10414,            0.020352,             0.51617,             0.38033,             0.38438,             0.21583,            0.093891,             0.11188,            0.029345,           0.0067555,           0.0067555,           0.0067555
                 125,            0.094666,             0.10263,            0.020233,             0.56113,             0.36305,               0.385,             0.21584,             0.09389,             0.11194,            0.029349,           0.0067101,           0.0067101,           0.0067101
                 126,            0.094463,             0.10453,            0.020121,             0.54956,              0.3664,             0.38457,             0.21574,            0.093893,             0.11198,            0.029359,           0.0066647,           0.0066647,           0.0066647
                 127,            0.094599,             0.10245,            0.019996,             0.53827,             0.36907,             0.38448,             0.21587,             0.09389,             0.11198,             0.02936,           0.0066191,           0.0066191,           0.0066191
                 128,            0.094535,             0.10305,             0.02008,             0.55109,             0.36314,             0.38421,             0.21595,            0.093893,              0.1121,            0.029361,           0.0065734,           0.0065734,           0.0065734
                 129,            0.094637,             0.10356,            0.020047,             0.53485,              0.3711,             0.38528,             0.21643,            0.093887,             0.11214,            0.029365,           0.0065276,           0.0065276,           0.0065276
                 130,            0.094732,             0.10271,            0.019989,             0.53104,             0.37334,             0.38513,             0.21644,            0.093885,             0.11218,             0.02938,           0.0064816,           0.0064816,           0.0064816
